Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2015-12-13,13,Dec,2015,34.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,279,208,487,More or equal to 100
2014-05-28,28,May,2014,28.0,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,27,12,33,371,324,695,More or equal to 100
2012-12-18,18,Dec,2012,26.0,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1260,2504,3764,More or equal to 100
2014-07-08,8,July,2014,17.0,Youth (<25),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,Less than 100
2016-05-24,24,May,2016,18.0,Youth (<25),F,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,8,21,55,180,168,348,More or equal to 100
2015-12-11,11,Dec,2015,36.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974,More or equal to 100
2015-11-10,10,Nov,2015,47.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,75,52,127,Less than 100
2013-09-12,12,September,2013,48.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10,Less than 100
2013-08-27,27,August,2013,48.0,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,-----,30,13,35,587,390,977,More or equal to 100
2013-12-04,4,Dec,2013,21.0,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Less than 100
2014-05-30,30,May,2014,38.0,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,745,1252,1997,More or equal to 100
2014-04-05,5,April,2014,31.0,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,21,13,34,Less than 100
2014-04-06,6,April,2014,29.0,Young Adults (25-34),M,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502,More or equal to 100
2014-05-20,20,May,2014,29.0,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,-----,9,2,5,26,18,44,Less than 100
2013-08-11,11,August,2013,39.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16,Less than 100
2016-01-31,31,January,2016,36.0,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,32,18,50,Less than 100
2014-03-13,13,Mar,2014,37.0,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,450,299,749,More or equal to 100
2015-08-19,19,August,2015,27.0,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,11,20,31,Less than 100
2016-05-15,15,May,2016,51.0,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,-----,1,420,769,334,420,754,More or equal to 100
2013-08-29,29,August,2013,32.0,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,18,27,45,Less than 100
2013-08-09,9,August,2013,31.0,Young Adults (25-34),M,Australia,Tasmania,Clothing,Socks,"Racing Socks, M",17,3,9,73,51,124,Less than 100
2014-06-24,24,June,2014,46.0,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,LL Mountain Tire,13,9,25,150,117,267,More or equal to 100
2016-04-16,16,April,2016,39.0,Adults (35-64),F,UK,England,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,807,1482,2289,More or equal to 100
2016-06-12,12,June,2016,37.0,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,2,3,8,10,6,16,Less than 100
2014-03-15,15,Mar,2014,23.0,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,297,221,518,More or equal to 100
2013-09-18,18,September,2013,42.0,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,69,60,129,Less than 100
2014-06-07,7,June,2014,38.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,-----,11,2,5,32,22,54,Less than 100
2016-01-02,2,January,2016,63.0,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,53,50,103,Less than 100
2014-07-09,9,July,2014,1.0,Youth (<25),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",29,9,24,428,261,689,More or equal to 100
2014-06-02,2,June,2014,1.0,Youth (<25),F,USA,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,378,1482,1860,More or equal to 100
2014-06-25,25,June,2014,30.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,99,72,171,Less than 100
2015-11-17,17,Nov,2015,34.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,31,2,5,91,62,153,Less than 100
2014-05-29,29,May,2014,26.0,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,10,18,28,Less than 100
2013-08-12,12,August,2013,22.0,Youth (<25),M,USA,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754,More or equal to 100
2016-05-24,24,May,2016,34.0,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,31,4,10,180,124,304,More or equal to 100
2015-10-11,11,October,2015,1.0,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,22,20,42,Less than 100
2015-08-08,8,August,2015,47.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,-----,22,9,25,231,198,429,More or equal to 100
2014-04-22,22,April,2014,41.0,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,7,6,13,Less than 100
2015-08-13,13,August,2015,49.0,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,122,91,213,More or equal to 100
2013-10-20,20,October,2013,45.0,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415,More or equal to 100
2012-11-21,21,Nov,2012,35.0,Adults (35-64),M,USA,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,More or equal to 100
2013-10-30,30,October,2013,35.0,Adults (35-64),M,USA,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,25,22,47,Less than 100
2016-06-20,20,June,2016,45.0,Adults (35-64),M,UK,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,22,16,38,Less than 100
2015-08-20,20,August,2015,37.0,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,164,130,294,More or equal to 100
2013-12-05,5,Dec,2013,47.0,Adults (35-64),F,USA,Washington,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,23,11,34,Less than 100
2013-10-22,22,October,2013,24.0,Youth (<25),F,Germany,Hessen,Accessories,Fenders,Fender Set - Mountain,11,8,22,137,88,225,More or equal to 100
2016-06-24,24,June,2016,49.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,31,1,2,30,31,61,Less than 100
2015-12-23,23,Dec,2015,28.0,Young Adults (25-34),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,325,247,572,More or equal to 100
2015-06-27,27,June,2015,27.0,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934,More or equal to 100
2014-04-06,6,April,2014,32.0,Young Adults (25-34),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",7,26,70,298,182,480,More or equal to 100
2016-02-18,18,Feb,2016,49.0,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,854,1482,2336,More or equal to 100
2012-03-20,20,Mar,2012,28.0,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1122,2504,3626,More or equal to 100
2013-10-03,3,October,2013,42.0,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,73,27,100,Less than 100
2015-11-16,16,Nov,2015,31.0,Young Adults (25-34),M,France,Seine (Paris),Clothing,Gloves,"Half-Finger Gloves, L",3,9,24,32,27,59,Less than 100
2013-08-08,8,August,2013,45.0,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,-----,24,3,9,129,72,201,More or equal to 100
2016-07-08,8,July,2016,37.0,Adults (35-64),M,USA,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,107,1008,1115,More or equal to 100
2016-05-25,25,May,2016,27.0,Young Adults (25-34),F,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,17,12,29,Less than 100
2015-08-14,14,August,2015,26.0,Young Adults (25-34),M,UK,England,Accessories,Tires and Tubes,LL Road Tire,25,8,21,304,200,504,More or equal to 100
2014-07-11,11,July,2014,24.0,Youth (<25),F,USA,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,16,29,45,Less than 100
2016-04-15,15,April,2016,56.0,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1260,2504,3764,More or equal to 100
2015-10-18,18,October,2015,51.0,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,854,1482,2336,More or equal to 100
2014-02-17,17,Feb,2014,34.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64,Less than 100
2015-12-16,16,Dec,2015,30.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20,Less than 100
2013-09-11,11,September,2013,32.0,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,84,798,882,Less than 100
2015-08-17,17,August,2015,22.0,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,71,60,131,Less than 100
2014-03-03,3,Mar,2014,49.0,Adults (35-64),M,France,Seine Saint Denis,Accessories,Fenders,Fender Set - Mountain,29,8,22,291,232,523,More or equal to 100
2014-04-27,27,April,2014,35.0,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,17,13,30,Less than 100
2016-01-17,17,January,2016,45.0,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,722,1252,1974,More or equal to 100
2014-03-13,13,Mar,2014,34.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,65,23,88,Less than 100
2016-01-02,2,January,2016,31.0,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,5,42,47,Less than 100
2014-01-09,9,January,2014,38.0,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,454,338,792,More or equal to 100
2015-11-09,9,Nov,2015,41.0,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,33,34,67,Less than 100
2016-04-07,7,April,2016,45.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,391,247,638,More or equal to 100
2016-02-26,26,Feb,2016,57.0,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8,Less than 100
2012-10-13,13,October,2012,29.0,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,624,2166,2790,More or equal to 100
2016-04-19,19,April,2016,33.0,Young Adults (25-34),F,France,Essonne,Accessories,Tires and Tubes,-----,8,1,2,7,8,15,Less than 100
2014-02-17,17,Feb,2014,38.0,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,63,60,123,Less than 100
2015-07-01,1,July,2015,29.0,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 38",2,713,1120,500,1426,1926,More or equal to 100
2015-07-12,12,July,2015,49.0,Adults (35-64),M,USA,Washington,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,387,1519,1906,More or equal to 100
2013-10-22,22,October,2013,25.0,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,More or equal to 100
2015-05-06,6,May,2015,1.0,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018,More or equal to 100
2013-12-01,1,Dec,2013,37.0,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,56,42,98,Less than 100
2014-02-27,27,Feb,2014,36.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,5,4,9,Less than 100
2013-11-04,4,Nov,2013,20.0,Youth (<25),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,29,8,22,400,232,632,More or equal to 100
2016-06-24,24,June,2016,32.0,Young Adults (25-34),F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11,Less than 100
2013-08-03,3,August,2013,30.0,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,More or equal to 100
2013-12-12,12,Dec,2013,31.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,173,104,277,More or equal to 100
2014-01-01,1,January,2014,19.0,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Less than 100
2014-05-02,2,May,2014,25.0,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,443,351,794,More or equal to 100
2015-11-27,27,Nov,2015,40.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59,Less than 100
2014-03-21,21,Mar,2014,47.0,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,244,182,426,More or equal to 100
2016-01-16,16,January,2016,1.0,Youth (<25),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,14,13,27,Less than 100
2016-06-09,9,June,2016,39.0,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,-----,19,13,35,332,247,579,More or equal to 100
2015-12-02,2,Dec,2015,41.0,Adults (35-64),M,France,Yveline,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,138,713,851,More or equal to 100
2014-07-03,3,July,2014,59.0,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,366,273,639,More or equal to 100
2015-10-28,28,October,2015,43.0,Adults (35-64),F,UK,England,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,36,26,62,Less than 100
2015-08-08,8,August,2015,32.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50,Less than 100
2016-06-12,12,June,2016,42.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,More or equal to 100
2016-01-05,5,January,2016,50.0,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,21,12,33,289,252,541,More or equal to 100
2016-05-04,4,May,2016,44.0,Adults (35-64),F,USA,Oregon,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,120,344,464,More or equal to 100
2016-03-03,3,Mar,2016,38.0,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,298,1092,1390,More or equal to 100
2016-07-18,18,July,2016,1.0,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30,Less than 100
2016-03-09,9,Mar,2016,42.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,87,60,147,Less than 100
2013-08-13,13,August,2013,34.0,Young Adults (25-34),F,United States,Washington,Clothing,Vests,"Classic Vest, M",19,24,64,492,456,948,More or equal to 100
2015-12-18,18,Dec,2015,36.0,Adults (35-64),F,USA,California,Clothing,Gloves,"Half-Finger Gloves, L",21,9,24,305,189,494,More or equal to 100
2015-11-23,23,Nov,2015,63.0,Adults (35-64),M,USA,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2,1482,2384,1709,2964,4673,More or equal to 100
2015-12-28,28,Dec,2015,1.0,Youth (<25),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",4,38,50,40,152,192,Less than 100
2013-05-02,2,May,2013,30.0,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 48",1,295,540,234,295,529,More or equal to 100
2015-10-21,21,October,2015,1.0,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,Less than 100
2014-01-12,12,January,2014,65.0,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Less than 100
2014-05-05,5,May,2014,38.0,Adults (35-64),M,USA,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470,More or equal to 100
2014-04-25,25,April,2014,28.0,Young Adults (25-34),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,322,273,595,More or equal to 100
2014-06-11,11,June,2014,27.0,Young Adults (25-34),F,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,7,1,4,16,7,23,Less than 100
2016-06-09,9,June,2016,44.0,Adults (35-64),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,21,7,9,17,147,164,Less than 100
2014-06-07,7,June,2014,38.0,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,-----,8,2,5,15,16,31,Less than 100
2013-07-22,22,July,2013,25.0,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",21,38,50,210,798,1008,More or equal to 100
2016-05-19,19,May,2016,35.0,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,26,3,8,128,78,206,More or equal to 100
2013-12-04,4,Dec,2013,54.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20,Less than 100
2015-11-07,7,Nov,2015,34.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,Less than 100
2014-04-29,29,April,2014,30.0,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,150,570,720,More or equal to 100
2015-11-01,1,Nov,2015,39.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31,Less than 100
2016-07-21,21,July,2016,24.0,Youth (<25),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",14,38,50,154,532,686,More or equal to 100
2016-03-07,7,Mar,2016,20.0,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,93,344,437,Less than 100
2015-10-09,9,October,2015,1.0,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,62,39,101,Less than 100
2016-02-14,14,Feb,2016,30.0,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,6,7,9,3,42,45,Less than 100
2016-05-17,17,May,2016,33.0,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Mountain Tire,21,11,30,317,231,548,More or equal to 100
2014-05-10,10,May,2014,38.0,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,408,338,746,More or equal to 100
2013-11-08,8,Nov,2013,1.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,6,13,35,128,78,206,More or equal to 100
2016-02-18,18,Feb,2016,29.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,22,24,46,Less than 100
2014-04-21,21,April,2014,48.0,Adults (35-64),M,USA,California,Bikes,Touring Bikes,-----,1,1482,2384,854,1482,2336,More or equal to 100
2015-09-22,22,September,2015,38.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,61,42,103,Less than 100
2015-11-01,1,Nov,2015,59.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,-----,30,1,2,29,30,59,Less than 100
2015-08-19,19,August,2015,18.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129,Less than 100
2014-06-07,7,June,2014,25.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11,Less than 100
2016-01-19,19,January,2016,42.0,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69,Less than 100
2015-10-06,6,October,2015,29.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,411,755,1166,More or equal to 100
2016-04-21,21,April,2016,45.0,Adults (35-64),M,United States,California,Clothing,Caps,-----,20,7,9,36,140,176,Less than 100
2015-09-28,28,September,2015,35.0,Adults (35-64),F,USA,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",24,38,50,264,912,1176,More or equal to 100
2015-12-15,15,Dec,2015,32.0,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52,Less than 100
2014-03-05,5,Mar,2014,17.0,Youth (<25),M,USA,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,44,38,82,Less than 100
2013-10-26,26,October,2013,52.0,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,469,312,781,More or equal to 100
2014-05-01,1,May,2014,20.0,Youth (<25),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,68,46,114,Less than 100
2015-11-25,25,Nov,2015,23.0,Youth (<25),F,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",25,38,50,38,950,988,Less than 100
2015-08-26,26,August,2015,38.0,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,10,13,23,Less than 100
2014-04-09,9,April,2014,51.0,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,592,1482,2074,More or equal to 100
2013-10-17,17,October,2013,22.0,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,524,390,914,More or equal to 100
2014-04-17,17,April,2014,26.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1615,1035,2650,More or equal to 100
2015-12-17,17,Dec,2015,36.0,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,251,208,459,More or equal to 100
2016-02-10,10,Feb,2016,25.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,26,22,48,Less than 100
2015-09-29,29,September,2015,62.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,70,48,118,Less than 100
2013-03-05,5,Mar,2013,44.0,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,951,1252,2203,More or equal to 100
2016-03-07,7,Mar,2016,50.0,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,584,1083,1667,More or equal to 100
2016-02-06,6,Feb,2016,38.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,52,44,96,Less than 100
2013-03-01,1,Mar,2013,45.0,Adults (35-64),F,UK,England,Bikes,Mountain Bikes,-----,1,1252,2295,951,1252,2203,More or equal to 100
2013-03-10,10,Mar,2013,29.0,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,396,713,1109,More or equal to 100
2016-05-14,14,May,2016,40.0,Adults (35-64),F,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,117,78,195,More or equal to 100
2014-01-20,20,January,2014,34.0,Young Adults (25-34),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,22,7,9,8,154,162,Less than 100
2016-02-03,3,Feb,2016,48.0,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94,Less than 100
2016-01-28,28,January,2016,29.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,330,208,538,More or equal to 100
2015-10-06,6,October,2015,22.0,Youth (<25),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,7,8,22,66,56,122,Less than 100
2013-10-19,19,October,2013,29.0,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,More or equal to 100
2016-06-27,27,June,2016,26.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,115,420,535,More or equal to 100
2014-04-14,14,April,2014,20.0,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,-----,5,1,2,4,5,9,Less than 100
2014-01-27,27,January,2014,42.0,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134,Less than 100
2013-12-07,7,Dec,2013,34.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29,Less than 100
2015-09-16,16,September,2015,21.0,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,206,130,336,More or equal to 100
2013-11-22,22,Nov,2013,34.0,Young Adults (25-34),M,Australia,South Australia,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,473,1482,1955,More or equal to 100
2013-09-01,1,September,2013,1.0,Youth (<25),F,United States,Oregon,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",27,38,50,135,1026,1161,More or equal to 100
2014-02-21,21,Feb,2014,30.0,Young Adults (25-34),M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",23,9,24,224,207,431,More or equal to 100
