Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
21/4/2011,21,April,2011,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,280,487,767
28/3/2014,28,March,2014,31,Young Adults (25-34),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,5,7,9,2,35,37
21/11/2013,21,November,2013,44,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,131,104,235
23/12/2015,23,December,2015,25,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
19/5/2014,19,May,2014,53,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,1,7,9,2,7,9
3/8/2013,3,August,2013,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,22,13,35,469,286,755
2/9/2015,2,September,2015,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928
6/12/2013,6,December,2013,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,53,48,101
26/3/2014,26,March,2014,25,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,40,38,78
25/8/2015,25,August,2015,53,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",9,38,50,104,342,446
23/2/2014,23,February,2014,37,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,21,18,39
6/5/2016,6,May,2016,35,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,3,8,22,39,24,63
21/3/2014,21,March,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Road Tire,30,9,25,473,270,743
21/1/2016,21,January,2016,44,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,8,8,22,110,64,174
25/4/2016,25,April,2016,32,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,265,487,752
11/3/2012,11,March,2012,36,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,2015,2532,4547
5/10/2013,5,October,2013,33,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
30/6/2014,30,June,2014,51,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,29,7,9,48,203,251
2/2/2014,2,February,2014,32,Young Adults (25-34),F,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
26/6/2016,26,June,2016,26,Young Adults (25-34),M,Germany,Hessen,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,16,6,22
22/10/2013,22,October,2013,33,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,10,17,27
2/6/2014,2,June,2014,19,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,83,56,139
24/4/2014,24,April,2014,51,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,257,234,491
25/10/2015,25,October,2015,60,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,22,25,47
23/7/2014,23,July,2014,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
12/6/2016,12,June,2016,49,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,13,23,36
8/5/2016,8,May,2016,39,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",12,9,24,174,108,282
3/12/2011,3,December,2011,34,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,388,1426,1814
25/4/2016,25,April,2016,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74
23/4/2014,23,April,2014,32,Young Adults (25-34),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,235,182,417
27/10/2013,27,October,2013,36,Adults (35-64),M,Germany,Hessen,Clothing,Socks,"Racing Socks, M",24,3,9,129,72,201
2/12/2013,2,December,2013,38,Adults (35-64),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",16,26,70,693,416,1109
21/3/2016,21,March,2016,27,Young Adults (25-34),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,68,63,131
29/5/2016,29,May,2016,57,Adults (35-64),M,United States,Washington,Clothing,Vests,"Classic Vest, S",24,24,64,622,576,1198
17/6/2014,17,June,2014,33,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27
26/8/2013,26,August,2013,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134
15/12/2015,15,December,2015,53,Adults (35-64),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,10,3,8,48,30,78
7/3/2014,7,March,2014,29,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,105,78,183
13/12/2013,13,December,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,18,12,30
28/1/2014,28,January,2014,29,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,82,54,136
4/11/2013,4,November,2013,40,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
3/6/2016,3,June,2016,48,Adults (35-64),F,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,26,3,8,128,78,206
18/12/2015,18,December,2015,41,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,61,52,113
10/8/2015,10,August,2015,38,Adults (35-64),M,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,3,8,22,30,24,54
4/8/2015,4,August,2015,20,Youth (<25),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,183,672,855
27/6/2014,27,June,2014,,,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
1/3/2014,1,March,2014,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54
11/4/2016,11,April,2016,53,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,128,78,206
24/5/2016,24,May,2016,40,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,23,20,43
14/4/2014,14,April,2014,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
3/2/2012,3,February,2012,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
23/2/2016,23,February,2016,43,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,436,755,1191
30/4/2016,30,April,2016,61,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274
7/2/2012,7,February,2012,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1141,3110,4251
22/12/2013,22,December,2013,33,Young Adults (25-34),M,Australia,Tasmania,Accessories,Tires and Tubes,LL Road Tire,4,8,21,36,32,68
17/7/2014,17,July,2014,41,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,37,13,50
25/5/2016,25,May,2016,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
5/12/2012,5,December,2012,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1097,4342,5439
9/11/2013,9,November,2013,71,Seniors (64+),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,283,234,517
2/1/2015,2,January,2015,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
25/11/2015,25,November,2015,34,Young Adults (25-34),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,24,21,55,790,504,1294
24/3/2016,24,March,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,34,18,52
22/6/2016,22,June,2016,31,Young Adults (25-34),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,521,1482,2003
5/6/2016,5,June,2016,35,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108
24/2/2014,24,February,2014,32,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,745,1252,1997
26/7/2016,26,July,2016,43,Adults (35-64),F,France,Loir et Cher,Accessories,Fenders,Fender Set - Mountain,3,8,22,35,24,59
12/8/2013,12,August,2013,19,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,31,22,53
8/10/2015,8,October,2015,42,Adults (35-64),F,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, S",1,9,24,11,9,20
26/11/2015,26,November,2015,23,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,40,42,82
4/5/2016,4,May,2016,20,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,29,10,39
17/4/2016,17,April,2016,17,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
7/10/2013,7,October,2013,36,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,288,487,775
5/6/2016,5,June,2016,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
24/10/2015,24,October,2015,54,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire,14,11,29,179,154,333
26/2/2013,26,February,2013,37,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,385,713,1098
2/9/2013,2,September,2013,38,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",8,9,24,118,72,190
4/10/2015,4,October,2015,19,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12
1/4/2016,1,April,2016,39,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,14,25,39
17/2/2016,17,February,2016,38,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
2/4/2016,2,April,2016,27,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,25,24,49
26/12/2013,26,December,2013,24,Youth (<25),F,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",10,42,54,23,420,443
30/11/2013,30,November,2013,43,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,256,156,412
26/6/2016,26,June,2016,24,Youth (<25),F,United Kingdom,England,Accessories,Hydration Packs,Hydration Pack - 70 oz.,23,21,55,731,483,1214
2/1/2014,2,January,2014,47,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,28,8,22,380,224,604
14/1/2014,14,January,2014,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,9,3,8,44,27,71
3/7/2016,3,July,2016,53,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35
6/6/2016,6,June,2016,35,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,61,42,103
24/1/2016,24,January,2016,46,Adults (35-64),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,15,7,9,8,105,113
4/11/2013,4,November,2013,31,Young Adults (25-34),M,United States,Washington,Clothing,Socks,"Racing Socks, L",7,3,9,28,21,49
1/6/2015,1,June,2015,54,Adults (35-64),M,France,Seine et Marne,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,484,1519,2003
12/3/2016,12,March,2016,36,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,244,1083,1327
25/8/2013,25,August,2013,23,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274
15/5/2016,15,May,2016,23,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50,33,418,451
17/3/2011,17,March,2011,41,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-650 Red, 58",3,487,783,724,1461,2185
25/8/2013,25,August,2013,28,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,31,22,53
17/3/2011,17,March,2011,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1366,2532,3898
27/12/2015,27,December,2015,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,33,11,44
11/1/2016,11,January,2016,39,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",1,26,70,43,26,69
1/1/2015,1,January,2015,37,Adults (35-64),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,717,1555,2272
21/8/2013,21,August,2013,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,14,13,27
19/10/2013,19,October,2013,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24
21/10/2015,21,October,2015,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,7,8,22,96,56,152
25/5/2014,25,May,2014,31,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,393,299,692
30/6/2014,30,June,2014,32,Young Adults (25-34),M,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,22,26,48
6/8/2015,6,August,2015,56,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,64,44,108
15/4/2016,15,April,2016,49,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69
19/8/2015,19,August,2015,18,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,65,23,88
23/11/2013,23,November,2013,23,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,18,18,36
29/5/2016,29,May,2016,20,Youth (<25),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,70,52,122
28/1/2014,28,January,2014,60,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,LL Mountain Tire,28,9,25,294,252,546
31/12/2015,31,December,2015,64,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,LL Road Tire,21,8,21,269,168,437
31/8/2015,31,August,2015,27,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
22/4/2014,22,April,2014,31,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,85,52,137
17/8/2015,17,August,2015,51,Adults (35-64),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,9,8,22,82,72,154
24/8/2013,24,August,2013,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,396,713,1109
5/8/2015,5,August,2015,17,Youth (<25),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,21,20,41
25/12/2015,25,December,2015,38,Adults (35-64),M,Australia,South Australia,Bikes,Touring Bikes,"Touring-1000 Blue, 60",2,1482,2384,946,2964,3910
27/5/2016,27,May,2016,48,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,15,6,21
28/3/2012,28,March,2012,56,Adults (35-64),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1526,4342,5868
28/12/2013,28,December,2013,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
21/9/2015,21,September,2015,55,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,46,32,78
20/4/2016,20,April,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22
1/8/2012,1,August,2012,17,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,370,688,1058
9/12/2015,9,December,2015,45,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,42,38,80
4/6/2014,4,June,2014,44,Adults (35-64),M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,87,81,168
27/1/2014,27,January,2014,41,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
4/12/2013,4,December,2013,47,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,854,1482,2336
13/2/2013,13,February,2013,25,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,155,308,463
10/7/2013,10,July,2013,33,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,312,1083,1395
7/9/2015,7,September,2015,26,Young Adults (25-34),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",1,9,24,15,9,24
29/6/2016,29,June,2016,24,Youth (<25),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120,784,2139,2923
4/9/2013,4,September,2013,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,39,40,79
9/2/2013,9,February,2013,38,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,318,420,738
24/9/2012,24,September,2012,25,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1366,2532,3898
15/6/2014,15,June,2014,40,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,9,10,19
15/12/2015,15,December,2015,41,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,330,273,603
4/9/2013,4,September,2013,20,Youth (<25),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",18,26,70,767,468,1235
27/11/2015,27,November,2015,64,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",29,42,54,332,1218,1550
30/8/2012,30,August,2012,23,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,794,2166,2960
15/7/2015,15,July,2015,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,126,344,470
23/4/2014,23,April,2014,35,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",25,38,50,275,950,1225
3/7/2016,3,July,2016,37,Adults (35-64),M,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,28,21,55,937,588,1525
29/4/2016,29,April,2016,21,Youth (<25),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,9,3,8,44,27,71
17/8/2015,17,August,2015,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
10/6/2014,10,June,2014,36,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,497,1555,2052
1/11/2012,1,November,2012,56,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1092,3110,4202
7/8/2013,7,August,2013,39,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
11/9/2015,11,September,2015,32,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,3,8,21,31,24,55
15/6/2014,15,June,2014,30,Young Adults (25-34),F,Germany,Brandenburg,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,878,1482,2360
9/1/2014,9,January,2014,33,Young Adults (25-34),M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, S",22,26,70,629,572,1201
7/2/2016,7,February,2016,42,Adults (35-64),F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, L",13,9,24,183,117,300
14/12/2015,14,December,2015,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,157,672,829
11/9/2015,11,September,2015,32,Young Adults (25-34),F,France,Nord,Clothing,Gloves,"Half-Finger Gloves, L",15,9,24,178,135,313
18/11/2011,18,November,2011,23,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,385,713,1098
28/11/2015,28,November,2015,51,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
22/4/2014,22,April,2014,36,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
26/4/2016,26,April,2016,32,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,358,325,683
11/10/2013,11,October,2013,21,Youth (<25),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,767,468,1235
14/10/2013,14,October,2013,41,Adults (35-64),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,29,7,9,55,203,258
15/11/2013,15,November,2013,41,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,128,78,206
9/9/2013,9,September,2013,45,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108
26/6/2011,26,June,2011,21,Youth (<25),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1122,2504,3626
6/6/2014,6,June,2014,28,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974
18/8/2013,18,August,2013,21,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,42,30,72
31/5/2014,31,May,2014,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,524,390,914
28/2/2014,28,February,2014,,,M,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",6,9,24,87,54,141
14/4/2016,14,April,2016,34,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,864,1555,2419
4/3/2016,4,March,2016,32,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,112,99,211
20/10/2013,20,October,2013,53,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,366,273,639
21/4/2014,21,April,2014,44,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,12,22,34
12/4/2016,12,April,2016,44,Adults (35-64),F,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,16,19,35
19/7/2013,19,July,2013,31,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,244,1083,1327
2/8/2015,2,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,30,15,45
31/12/2015,31,December,2015,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,16,16,32
19/4/2015,19,April,2015,29,Young Adults (25-34),F,France,Charente-Maritime,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,1154,2139,3293
1/5/2016,1,May,2016,48,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,107,60,167
31/1/2014,31,January,2014,31,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,46,32,78
10/7/2014,10,July,2014,46,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,19,20,39
20/3/2016,20,March,2016,25,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,58,40,98
6/10/2013,6,October,2013,24,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,13,18,31
1/5/2016,1,May,2016,22,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
5/2/2014,5,February,2014,18,Youth (<25),M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",6,38,50,69,228,297
3/5/2013,3,May,2013,55,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669
20/9/2015,20,September,2015,22,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,142,96,238
23/11/2013,23,November,2013,44,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8
31/12/2015,31,December,2015,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,234,308,542
26/10/2015,26,October,2015,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,12,11,29,213,132,345
20/1/2014,20,January,2014,43,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,17,12,29
3/8/2015,3,August,2015,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,2,630,632
