Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
19/8/2015,19,August,2015,27,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,11,20,31,Less than 100
15/5/2016,15,May,2016,51,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,-----,1,420,769,334,420,754,More or equal to 100
29/8/2013,29,August,2013,32,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,18,27,45,Less than 100
9/8/2013,9,August,2013,31,Young Adults (25-34),M,Australia,Tasmania,Clothing,Socks,"Racing Socks, M",17,3,9,73,51,124,Less than 100
24/6/2014,24,June,2014,46,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,LL Mountain Tire,13,9,25,150,117,267,More or equal to 100
16/4/2016,16,April,2016,39,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,807,1482,2289,More or equal to 100
12/6/2016,12,June,2016,37,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,2,3,8,10,6,16,Less than 100
15/3/2014,15,March,2014,23,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,297,221,518,More or equal to 100
18/9/2013,18,September,2013,42,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,69,60,129,Less than 100
7/6/2014,7,June,2014,38,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,-----,11,2,5,32,22,54,Less than 100
2/1/2016,2,January,2016,63,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,53,50,103,Less than 100
9/7/2014,9,July,2014,33,Youth (<25),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",29,9,24,428,261,689,More or equal to 100
2/6/2014,2,June,2014,33,Youth (<25),F,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,378,1482,1860,More or equal to 100
25/6/2014,25,June,2014,30,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,99,72,171,Less than 100
17/11/2015,17,November,2015,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,31,2,5,91,62,153,Less than 100
29/5/2014,29,May,2014,26,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,10,18,28,Less than 100
12/8/2013,12,August,2013,22,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754,More or equal to 100
24/5/2016,24,May,2016,34,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,31,4,10,180,124,304,More or equal to 100
11/10/2015,11,October,2015,33,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,22,20,42,Less than 100
8/8/2015,8,August,2015,47,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,-----,22,9,25,231,198,429,More or equal to 100
22/4/2014,22,April,2014,41,Adults (35-64),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,7,6,13,Less than 100
13/8/2015,13,August,2015,49,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,122,91,213,More or equal to 100
20/10/2013,20,October,2013,45,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415,More or equal to 100
21/11/2012,21,November,2012,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,More or equal to 100
30/10/2013,30,October,2013,35,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,25,22,47,Less than 100
20/6/2016,20,June,2016,45,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,22,16,38,Less than 100
20/8/2015,20,August,2015,37,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,164,130,294,More or equal to 100
5/12/2013,5,December,2013,47,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,23,11,34,Less than 100
22/10/2013,22,October,2013,24,Youth (<25),F,Germany,Hessen,Accessories,Fenders,Fender Set - Mountain,11,8,22,137,88,225,More or equal to 100
24/6/2016,24,June,2016,49,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,31,1,2,30,31,61,Less than 100
23/12/2015,23,December,2015,28,Young Adults (25-34),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,325,247,572,More or equal to 100
27/6/2015,27,June,2015,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934,More or equal to 100
6/4/2014,6,April,2014,32,Young Adults (25-34),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",7,26,70,298,182,480,More or equal to 100
18/2/2016,18,February,2016,49,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,854,1482,2336,More or equal to 100
20/3/2012,20,March,2012,28,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1122,2504,3626,More or equal to 100
3/10/2013,3,October,2013,42,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,73,27,100,Less than 100
16/11/2015,16,November,2015,31,Young Adults (25-34),M,France,Seine (Paris),Clothing,Gloves,"Half-Finger Gloves, L",3,9,24,32,27,59,Less than 100
8/8/2013,8,August,2013,45,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,-----,24,3,9,129,72,201,More or equal to 100
8/7/2016,8,July,2016,37,Adults (35-64),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,107,1008,1115,More or equal to 100
25/5/2016,25,May,2016,27,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,17,12,29,Less than 100
14/8/2015,14,August,2015,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,25,8,21,304,200,504,More or equal to 100
11/7/2014,11,July,2014,24,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,16,29,45,Less than 100
15/4/2016,15,April,2016,56,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1260,2504,3764,More or equal to 100
18/10/2015,18,October,2015,51,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,854,1482,2336,More or equal to 100
17/2/2014,17,February,2014,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64,Less than 100
16/12/2015,16,December,2015,30,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20,Less than 100
11/9/2013,11,September,2013,32,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,84,798,882,Less than 100
17/8/2015,17,August,2015,22,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,71,60,131,Less than 100
3/3/2014,3,March,2014,49,Adults (35-64),M,France,Seine Saint Denis,Accessories,Fenders,Fender Set - Mountain,29,8,22,291,232,523,More or equal to 100
27/4/2014,27,April,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,17,13,30,Less than 100
17/1/2016,17,January,2016,45,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,722,1252,1974,More or equal to 100
13/3/2014,13,March,2014,34,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,65,23,88,Less than 100
2/1/2016,2,January,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,5,42,47,Less than 100
9/1/2014,9,January,2014,38,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,454,338,792,More or equal to 100
9/11/2015,9,November,2015,41,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,33,34,67,Less than 100
7/4/2016,7,April,2016,45,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,391,247,638,More or equal to 100
26/2/2016,26,February,2016,57,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8,Less than 100
13/10/2012,13,October,2012,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,624,2166,2790,More or equal to 100
19/4/2016,19,April,2016,33,Young Adults (25-34),F,France,Essonne,Accessories,Tires and Tubes,-----,8,1,2,7,8,15,Less than 100
17/2/2014,17,February,2014,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,63,60,123,Less than 100
1/7/2015,1,July,2015,29,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 38",2,713,1120,500,1426,1926,More or equal to 100
12/7/2015,12,July,2015,49,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,387,1519,1906,More or equal to 100
22/10/2013,22,October,2013,25,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,More or equal to 100
6/5/2015,6,May,2015,33,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018,More or equal to 100
1/12/2013,1,December,2013,37,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,56,42,98,Less than 100
27/2/2014,27,February,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,5,4,9,Less than 100
4/11/2013,4,November,2013,20,Youth (<25),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,29,8,22,400,232,632,More or equal to 100
24/6/2016,24,June,2016,32,Young Adults (25-34),F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11,Less than 100
3/8/2013,3,August,2013,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,More or equal to 100
12/12/2013,12,December,2013,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,173,104,277,More or equal to 100
1/1/2014,1,January,2014,19,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Less than 100
2/5/2014,2,May,2014,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,443,351,794,More or equal to 100
27/11/2015,27,November,2015,40,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59,Less than 100
21/3/2014,21,March,2014,47,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,244,182,426,More or equal to 100
16/1/2016,16,January,2016,33,Youth (<25),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,14,13,27,Less than 100
9/6/2016,9,June,2016,39,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,-----,19,13,35,332,247,579,More or equal to 100
2/12/2015,2,December,2015,41,Adults (35-64),M,France,Yveline,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,138,713,851,More or equal to 100
3/7/2014,3,July,2014,59,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,366,273,639,More or equal to 100
28/10/2015,28,October,2015,43,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,36,26,62,Less than 100
8/8/2015,8,August,2015,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50,Less than 100
12/6/2016,12,June,2016,42,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,More or equal to 100
5/1/2016,5,January,2016,50,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,21,12,33,289,252,541,More or equal to 100
4/5/2016,4,May,2016,44,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,120,344,464,More or equal to 100
3/3/2016,3,March,2016,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,298,1092,1390,More or equal to 100
18/7/2016,18,July,2016,33,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30,Less than 100
9/3/2016,9,March,2016,42,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,87,60,147,Less than 100
13/8/2013,13,August,2013,34,Young Adults (25-34),F,United States,Washington,Clothing,Vests,"Classic Vest, M",19,24,64,492,456,948,More or equal to 100
18/12/2015,18,December,2015,36,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",21,9,24,305,189,494,More or equal to 100
23/11/2015,23,November,2015,63,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2,1482,2384,1709,2964,4673,More or equal to 100
28/12/2015,28,December,2015,33,Youth (<25),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",4,38,50,40,152,192,Less than 100
2/5/2013,2,May,2013,30,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 48",1,295,540,234,295,529,More or equal to 100
21/10/2015,21,October,2015,33,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,Less than 100
12/1/2014,12,January,2014,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Less than 100
5/5/2014,5,May,2014,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470,More or equal to 100
25/4/2014,25,April,2014,28,Young Adults (25-34),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,322,273,595,More or equal to 100
11/6/2014,11,June,2014,27,Young Adults (25-34),F,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,7,1,4,16,7,23,Less than 100
9/6/2016,9,June,2016,44,Adults (35-64),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,21,7,9,17,147,164,Less than 100
7/6/2014,7,June,2014,38,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,-----,8,2,5,15,16,31,Less than 100
22/7/2013,22,July,2013,25,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",21,38,50,210,798,1008,More or equal to 100
19/5/2016,19,May,2016,35,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,26,3,8,128,78,206,More or equal to 100
4/12/2013,4,December,2013,54,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20,Less than 100
7/11/2015,7,November,2015,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,Less than 100
29/4/2014,29,April,2014,30,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,150,570,720,More or equal to 100
1/11/2015,1,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31,Less than 100
21/7/2016,21,July,2016,24,Youth (<25),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",14,38,50,154,532,686,More or equal to 100
7/3/2016,7,March,2016,20,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,93,344,437,Less than 100
9/10/2015,9,October,2015,33,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,62,39,101,Less than 100
14/2/2016,14,February,2016,30,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,6,7,9,3,42,45,Less than 100
17/5/2016,17,May,2016,33,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Mountain Tire,21,11,30,317,231,548,More or equal to 100
10/5/2014,10,May,2014,38,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,408,338,746,More or equal to 100
8/11/2013,8,November,2013,33,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,6,13,35,128,78,206,More or equal to 100
18/2/2016,18,February,2016,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,22,24,46,Less than 100
21/4/2014,21,April,2014,48,Adults (35-64),M,United States,California,Bikes,Touring Bikes,-----,1,1482,2384,854,1482,2336,More or equal to 100
22/9/2015,22,September,2015,38,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,61,42,103,Less than 100
1/11/2015,1,November,2015,59,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,-----,30,1,2,29,30,59,Less than 100
19/8/2015,19,August,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129,Less than 100
7/6/2014,7,June,2014,25,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11,Less than 100
19/1/2016,19,January,2016,42,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69,Less than 100
6/10/2015,6,October,2015,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,411,755,1166,More or equal to 100
21/4/2016,21,April,2016,45,Adults (35-64),M,United States,California,Clothing,Caps,-----,20,7,9,36,140,176,Less than 100
28/9/2015,28,September,2015,35,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",24,38,50,264,912,1176,More or equal to 100
15/12/2015,15,December,2015,32,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52,Less than 100
5/3/2014,5,March,2014,17,Youth (<25),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,44,38,82,Less than 100
26/10/2013,26,October,2013,52,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,469,312,781,More or equal to 100
1/5/2014,1,May,2014,20,Youth (<25),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,68,46,114,Less than 100
25/11/2015,25,November,2015,23,Youth (<25),F,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",25,38,50,38,950,988,Less than 100
26/8/2015,26,August,2015,38,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,10,13,23,Less than 100
9/4/2014,9,April,2014,51,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,592,1482,2074,More or equal to 100
17/10/2013,17,October,2013,22,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,524,390,914,More or equal to 100
17/4/2014,17,April,2014,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1615,1035,2650,More or equal to 100
17/12/2015,17,December,2015,36,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,251,208,459,More or equal to 100
10/2/2016,10,February,2016,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,26,22,48,Less than 100
29/9/2015,29,September,2015,62,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,70,48,118,Less than 100
5/3/2013,5,March,2013,44,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,951,1252,2203,More or equal to 100
7/3/2016,7,March,2016,50,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,584,1083,1667,More or equal to 100
6/2/2016,6,February,2016,38,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,52,44,96,Less than 100
1/3/2013,1,March,2013,45,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,-----,1,1252,2295,951,1252,2203,More or equal to 100
10/3/2013,10,March,2013,29,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,396,713,1109,More or equal to 100
14/5/2016,14,May,2016,40,Adults (35-64),F,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,117,78,195,More or equal to 100
20/1/2014,20,January,2014,34,Young Adults (25-34),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,22,7,9,8,154,162,Less than 100
3/2/2016,3,February,2016,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94,Less than 100
28/1/2016,28,January,2016,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,330,208,538,More or equal to 100
6/10/2015,6,October,2015,22,Youth (<25),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,7,8,22,66,56,122,Less than 100
19/10/2013,19,October,2013,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,More or equal to 100
27/6/2016,27,June,2016,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,115,420,535,More or equal to 100
14/4/2014,14,April,2014,20,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,-----,5,1,2,4,5,9,Less than 100
27/1/2014,27,January,2014,42,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134,Less than 100
7/12/2013,7,December,2013,34,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29,Less than 100
16/9/2015,16,September,2015,21,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,206,130,336,More or equal to 100
22/11/2013,22,November,2013,34,Young Adults (25-34),M,Australia,South Australia,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,473,1482,1955,More or equal to 100
1/9/2013,1,September,2013,33,Youth (<25),F,United States,Oregon,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",27,38,50,135,1026,1161,More or equal to 100
21/2/2014,21,February,2014,30,Young Adults (25-34),M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",23,9,24,224,207,431,More or equal to 100
18/5/2016,18,May,2016,62,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,597,377,974,More or equal to 100
2/10/2013,2,October,2013,31,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,234,143,377,More or equal to 100
2/12/2013,2,December,2013,53,Adults (35-64),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,27,7,9,15,189,204,Less than 100
8/7/2013,8,July,2013,38,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,469,312,781,More or equal to 100
18/6/2014,18,June,2014,33,Youth (<25),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",3,9,24,44,27,71,Less than 100
17/4/2016,17,April,2016,33,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,15,7,22,Less than 100
26/8/2013,26,August,2013,23,Youth (<25),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",14,9,24,207,126,333,More or equal to 100
9/12/2015,9,December,2015,20,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,34,38,72,Less than 100
1/5/2016,1,May,2016,40,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,288,182,470,More or equal to 100
27/9/2015,27,September,2015,28,Young Adults (25-34),M,Australia,Tasmania,Accessories,Tires and Tubes,HL Road Tire,30,12,33,442,360,802,More or equal to 100
12/8/2013,12,August,2013,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,38,13,51,Less than 100
23/7/2012,23,July,2012,29,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454,More or equal to 100
5/2/2016,5,February,2016,38,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,25,26,51,Less than 100
17/2/2014,17,February,2014,45,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,-----,19,13,35,391,247,638,More or equal to 100
21/6/2014,21,June,2014,23,Youth (<25),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,471,390,861,More or equal to 100
16/7/2015,16,July,2015,35,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,854,1482,2336,More or equal to 100
22/9/2013,22,September,2013,26,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,676,1252,1928,More or equal to 100
4/4/2016,4,April,2016,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,32,13,35,693,416,1109,More or equal to 100
21/1/2014,21,January,2014,39,Adults (35-64),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,20,8,22,223,160,383,More or equal to 100
27/9/2013,27,September,2013,39,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,Less than 100
19/5/2016,19,May,2016,47,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227,More or equal to 100
27/6/2016,27,June,2016,41,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8,Less than 100
